experiment,title,d,n_over_d,condition_field,condition_level,build,quality_metric,quality_direction,quality_threshold,n_total,n_quality,n_converged,convergence_rate,convergence_ci_low,convergence_ci_high,n_quality_pass,quality_pass_rate,quality_pass_ci_low,quality_pass_ci_high,n_recovered,recovery_rate,recovery_ci_low,recovery_ci_high,n_numerical_failure,numerical_failure_rate,n_nonconverged,nonconverged_rate,n_converged_bad_quality,converged_bad_quality_rate,quality_median,quality_q05,quality_q95
diagnostic-manifold-base,"manifold: base, local parameter variants",4,60,,,ADP,local_projector_distance,lower,0.2,120,69,69,0.575,0.4855775172299302,0.6597696078072643,0,0.0,3.469446951953614e-18,0.05273725818905173,0,0.0,0.0,0.031019166418703486,51,0.425,0,0.0,69,0.575,0.5004857178262478,0.4177829869616443,0.5867973908769906
