experiment,title,d,n_over_d,condition_field,condition_level,build,quality_metric,quality_direction,quality_threshold,n_total,n_quality,n_converged,convergence_rate,convergence_ci_low,convergence_ci_high,n_quality_pass,quality_pass_rate,quality_pass_ci_low,quality_pass_ci_high,n_recovered,recovery_rate,recovery_ci_low,recovery_ci_high,n_numerical_failure,numerical_failure_rate,n_nonconverged,nonconverged_rate,n_converged_bad_quality,converged_bad_quality_rate,quality_median,quality_q05,quality_q95
diagnostic-multi-base,"multi: base, local parameter variants",6,40,,,ADP,trace_score,higher,0.95,120,117,64,0.5333333333333333,0.4444278926967431,0.6201708295420101,116,0.9914529914529915,0.9531704967258107,0.9984896464262035,64,0.5333333333333333,0.4444278926967431,0.6201708295420101,3,0.025,53,0.44166666666666665,0,0.0,0.9971930229776438,0.9889479611361995,0.9992125670677605
