experiment,factor,factor_label,level,build,iteration,n,quality_median,quality_q05,quality_q95,test_error_median,h_median,anisotropy_median
diagnostic-multi-base,N_loc,N_loc,20,ADP,0,93,0.9810250211745193,0.9524127749884042,0.9939277741598551,8.94801363819806,2.369345796458265,1.0
diagnostic-multi-base,N_loc,N_loc,20,ADP,1,93,0.9850557309661471,0.9368896894740221,0.9963675415138129,7.2225879850220025,1.6753804796514806,0.6561236530542374
diagnostic-multi-base,N_loc,N_loc,20,ADP,2,93,0.9915164105214157,0.9419006043271905,0.9968404117321462,4.520134750444967,1.1846728982291326,0.38750745356082916
diagnostic-multi-base,N_loc,N_loc,20,ADP,3,93,0.9964386119278039,0.9242772868411235,0.9994457181176926,2.6250474308873395,0.8376902398257403,0.20536191761493683
diagnostic-multi-base,N_loc,N_loc,20,ADP,4,78,0.9971930226208837,0.9903749664473854,0.9991532061315027,2.056495405512094,0.5923364491145663,0.07940643280744553
diagnostic-multi-base,N_phi,N_phi,8,ADP,0,93,0.9835501476753428,0.9524163871192676,0.9939277741598551,8.94801363819806,2.369345796458265,1.0
diagnostic-multi-base,N_phi,N_phi,8,ADP,1,93,0.9868312764893423,0.9368896894740221,0.9963675415138129,7.125315391502149,1.6753804796514806,0.6561236530542374
diagnostic-multi-base,N_phi,N_phi,8,ADP,2,93,0.9922527062935271,0.9425216151025134,0.996888389253145,4.520134669763726,1.1846728982291326,0.38388967514038086
diagnostic-multi-base,N_phi,N_phi,8,ADP,3,93,0.996485975398857,0.9743410056276542,0.9994457181176926,2.5586757329793,0.8376902398257403,0.20536191761493683
diagnostic-multi-base,N_phi,N_phi,8,ADP,4,77,0.9971930222641237,0.990005581859271,0.9991532061370135,1.7370321019593935,0.5923364491145663,0.08090522885322571
diagnostic-multi-base,N_J,N_J,24,ADP,0,105,0.9805392835400454,0.9524127749884042,0.993927774673582,8.748122500392295,2.3955073564657074,1.0
diagnostic-multi-base,N_J,N_J,24,ADP,1,105,0.9850557309661471,0.9337130398717984,0.9963512943922562,6.246279211443779,1.6938794961391619,0.6607615351676941
diagnostic-multi-base,N_J,N_J,24,ADP,2,105,0.9899127564919395,0.9414252623734601,0.9966362286449884,4.393554270473743,1.1977536782328537,0.38886886835098267
diagnostic-multi-base,N_J,N_J,24,ADP,3,105,0.9956058260738649,0.952434812446066,0.999024795961528,2.444477951874985,0.8469397480695809,0.20579075813293457
diagnostic-multi-base,N_J,N_J,24,ADP,4,90,0.997075720265636,0.9844075223923582,0.9990344755250784,1.6217089161662455,0.5923364491145663,0.08993872255086899
diagnostic-multi-base,solver_max_steps,k_max,50,ADP,0,93,0.9806035501012516,0.9524127742052447,0.9939277744167185,8.94801363819806,2.369345796458265,1.0
diagnostic-multi-base,solver_max_steps,k_max,50,ADP,1,93,0.9865155855629011,0.9337140822421359,0.9963675415138129,7.125315391502149,1.6753804796514806,0.6561236530542374
diagnostic-multi-base,solver_max_steps,k_max,50,ADP,2,93,0.9905434561731341,0.9419006043271905,0.9969100072452759,4.520134535492426,1.1846728982291326,0.38885873556137085
diagnostic-multi-base,solver_max_steps,k_max,50,ADP,3,93,0.9957442117810631,0.9540732247483362,0.9989844929593772,2.6382794209623857,0.8376902398257403,0.20579075813293457
diagnostic-multi-base,solver_max_steps,k_max,50,ADP,4,77,0.99704533413724,0.9836721462751035,0.999051404408093,2.0819556461480193,0.5923364491145663,0.09360210597515106
