experiment,title,d,n_over_d,condition_field,condition_level,build,quality_metric,quality_direction,quality_threshold,n_total,n_quality,n_converged,convergence_rate,convergence_ci_low,convergence_ci_high,n_quality_pass,quality_pass_rate,quality_pass_ci_low,quality_pass_ci_high,n_recovered,recovery_rate,recovery_ci_low,recovery_ci_high,n_numerical_failure,numerical_failure_rate,n_nonconverged,nonconverged_rate,n_converged_bad_quality,converged_bad_quality_rate,quality_median,quality_q05,quality_q95
diagnostic-single-base,"single: base, local parameter variants",6,40,,,ADP,cosine_abs,higher,0.9,120,119,118,0.9833333333333333,0.941264037027841,0.9954174354340789,119,1.0,0.9687283197580606,1.0000000000000002,118,0.9833333333333333,0.941264037027841,0.9954174354340789,1,0.008333333333333333,1,0.008333333333333333,0,0.0,0.9997854576667276,0.9993360638300111,0.9999608707300642
