schema_version,series_id,name,mode,index_dim,runs,seed,total_jobs,completed_jobs,success_jobs,nonconverged_jobs,numerical_failure_jobs,status
1,20260810T215833,manual,multi,2,3,7,3,3,3,0,0,complete
