d,n,n_min,sigma_x,corr,center_fraction,n_centers,count,failed_rate,pass_h0_core_rate,pass_mass_at_h0_rate,pass_mass_below_099_rate,pass_mass_above_101_rate,pass_grid_monotone_rate,h0_mean,h0_std,h0_mean_ci95_low,h0_mean_ci95_high,h0_median,h0_median_ci95_low,h0_median_ci95_high,h0_q25,h0_q75,h0_over_sigma_x_median,mass_h0_median,mass_099_h0_median,mass_101_h0_median,center_mass_q05_h0_median,center_mass_min_h0_median
100,1000,40.0,1.0,0.3,0.25,250,500,0.0,1.0,1.0,1.0,1.0,1.0,13.757095810932217,0.04906973215867343,13.752794659267833,13.761396962596601,13.754344230251345,13.750022182256442,13.760160251354927,13.722375337167195,13.790672280022477,13.754344230251345,40.00000000000004,33.525259070126914,47.24662238973089,6.980705750914844,1.9420728175588824
100,1000,40.0,1.0,0.3,1.0,1000,500,0.0,1.0,1.0,1.0,1.0,1.0,13.755109076848829,0.03504964509399496,13.752036839999345,13.758181313698312,13.753814258767466,13.750617779853147,13.757286111054094,13.732090619367145,13.77758060348327,13.753814258767466,40.000000000000036,33.5230699037599,47.245042707914294,6.811060718854608,1.379068481997336
100,1000,40.0,1.0,0.7,0.25,250,500,0.0,1.0,1.0,1.0,1.0,1.0,13.069675022650438,0.06418578938492123,13.064048890150875,13.075301155150001,13.070875796756422,13.066290348440177,13.075602053582413,13.026701741823999,13.113727130529348,13.070875796756422,40.00000000000003,35.14760018276094,45.2750963733618,5.696456871482535,1.5005041488731932
100,1000,40.0,1.0,0.7,1.0,1000,500,0.0,1.0,1.0,1.0,1.0,1.0,13.071446122094741,0.04916636430585813,13.0671365002492,13.075755743940283,13.0720650559255,13.066090027942609,13.076987508678139,13.038255656177778,13.10435118375849,13.0720650559255,40.00000000000003,35.15128541880054,45.27075680148364,5.570974498051909,1.1498955732821021
100,1000,40.0,1.3,0.0,0.25,250,500,0.0,1.0,1.0,1.0,1.0,1.0,18.005285095218436,0.054679742125094695,18.000492204499388,18.010077985937485,18.00644521234749,17.999489591651457,18.012503857926053,17.96482862622479,18.041372138541572,13.851111701805761,40.00000000000007,33.15958809627313,47.7024524420406,7.31243272752611,2.120952568780975
100,1000,40.0,1.3,0.0,1.0,1000,500,0.0,1.0,1.0,1.0,1.0,1.0,18.002388421881985,0.04218358562132555,17.998690867574613,18.006085976189357,18.002540717752417,17.998610923221538,18.00830189693088,17.97115050115074,18.030549381533078,13.848108244424935,40.00000000000006,33.16112251578029,47.69759051316851,7.124349842877425,1.5122626761732567
100,1000,40.0,1.3,0.3,0.25,250,500,0.0,1.0,1.0,1.0,1.0,1.0,17.884224554211883,0.06379065180627544,17.878633057048184,17.889816051375583,17.88064749932675,17.875028836933378,17.888208326761404,17.839087938317356,17.92787396402922,13.754344230251347,40.00000000000006,33.52525907012697,47.24662238973093,6.980705750914856,1.9420728175588806
100,1000,40.0,1.3,0.3,1.0,1000,500,0.0,1.0,1.0,1.0,1.0,1.0,17.88164179990348,0.04556453862219349,17.877647891999153,17.885635707807808,17.87995853639771,17.87580311380909,17.884471944370322,17.851717805177287,17.910854784528254,13.753814258767466,40.00000000000006,33.52306990375988,47.24504270791434,6.811060718854622,1.3790684819973338
100,1000,40.0,1.3,0.7,0.25,250,500,0.0,1.0,1.0,1.0,1.0,1.0,16.990577529445567,0.08344152620039762,16.983263557196135,16.997891501694998,16.99213853578335,16.986177452972232,16.998282669657137,16.9347122643712,17.047845269688153,13.070875796756424,40.00000000000005,35.147600182760996,45.27509637336185,5.696456871482553,1.500504148873194
100,1000,40.0,1.3,0.7,1.0,1000,500,0.0,1.0,1.0,1.0,1.0,1.0,16.99287995872316,0.06391627359761565,16.98727745032396,16.998482467122365,16.99368457270315,16.985917036325393,17.00008376128158,16.949732353031113,17.035656538886037,13.0720650559255,40.00000000000004,35.15128541880057,45.270756801483635,5.570974498051905,1.1498955732821017
